status,eligible_for_model_training,purpose,race_key,previous_confidence,historical_episode_status,proposed_episode_id,proposed_meeting_day_number,historical_derivation_confidence,prediction_time_feature_eligibility,prediction_time_evidence,future_schedule_used_for_identity,exception_type,resolution_status,reason_code,evidence_summary
provisional,false,policy_execution_validation,20240107_10_06,unresolved,unresolved_local_evidence,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,missing_title,insufficient_local_evidence,missing_or_conflicting_title,A single normalized meeting title is required to identify an episode.
provisional,false,policy_execution_validation,20240107_10_07,unresolved,unresolved_local_evidence,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,missing_title,insufficient_local_evidence,missing_or_conflicting_title,A single normalized meeting title is required to identify an episode.
provisional,false,policy_execution_validation,20240107_10_08,unresolved,unresolved_local_evidence,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,missing_title,insufficient_local_evidence,missing_or_conflicting_title,A single normalized meeting title is required to identify an episode.
provisional,false,policy_execution_validation,20240107_10_09,unresolved,unresolved_local_evidence,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,missing_title,insufficient_local_evidence,missing_or_conflicting_title,A single normalized meeting title is required to identify an episode.
provisional,false,policy_execution_validation,20240107_10_10,unresolved,unresolved_local_evidence,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,missing_title,insufficient_local_evidence,missing_or_conflicting_title,A single normalized meeting title is required to identify an episode.
provisional,false,policy_execution_validation,20240107_10_11,unresolved,unresolved_local_evidence,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,missing_title,insufficient_local_evidence,missing_or_conflicting_title,A single normalized meeting title is required to identify an episode.
provisional,false,policy_execution_validation,20240107_10_12,unresolved,unresolved_local_evidence,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,missing_title,insufficient_local_evidence,missing_or_conflicting_title,A single normalized meeting title is required to identify an episode.
provisional,false,policy_execution_validation,20240124_09_01,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_02,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_03,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_04,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_05,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_06,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_07,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_08,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_09,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_10,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_11,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240124_09_12,unresolved,no_local_anchor,,,unresolved,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,remains_unresolved,no_local_initial_day_anchor,No local 初日 anchor can identify the episode start without external schedule evidence.
provisional,false,policy_execution_validation,20240214_03_01,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_02,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_03,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_04,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_05,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_06,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_07,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_08,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_09,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_10,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_11,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240214_03_12,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,4,high,false,No prediction-time feature is materialized by this provisional audit.,false,non_monotonic_day_label,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_01,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_02,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_03,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_04,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_05,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_06,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_07,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_08,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_09,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_10,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_11,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240215_03_12,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,,high,false,No prediction-time feature is materialized by this provisional audit.,false,postponed_day_number_not_incremented,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_01,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_02,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_03,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_04,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_05,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_06,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_07,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_08,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_09,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_10,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_11,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240216_03_12,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,5,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_01,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_02,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_03,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_04,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_05,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_06,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_07,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_08,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_09,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_10,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_11,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240217_03_12,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,6,high,false,No prediction-time feature is materialized by this provisional audit.,false,partial_episode_without_first_day,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_01,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_02,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_03,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_04,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_05,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_06,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_07,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_08,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_09,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_10,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
provisional,false,policy_execution_validation,20240218_03_11,unresolved,resolved_from_local_initial_day_anchor,MEETING:03:20240211:0f81724df207,8,medium,false,No prediction-time feature is materialized by this provisional audit.,false,final_day_without_resolved_prior_anchor,resolved_for_identity_only,historical_local_anchor_but_prediction_time_provenance_not_timestamped,The local observed block contains an 初日 anchor at or before this date; the audit intentionally does not assert a prediction-time schedule publication timestamp.
