status,eligible_for_model_training,purpose,hypothesis_id,family,proposed_tier,title,parent_hypothesis_ids,summary,minimal_comparison,key_risk,primary_metric_contract,formalization_status,source
proposed_addendum_unregistered,False,research_hypothesis_design_only,H100,equivariant_calibration,core_addendum,艇番号置換に同変な構造化校正器,H086|H039,同じ関数を全120候補へ共有し、艇役割・元確率・レース特徴から校正logitを出す。,global／階層temperature、vector scalingとの比較。,自由度が高いと校正期間へ過学習。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H101,pac_bayes,conditional,PAC-Bayes型の事後予測分布,H049|H087,重みの事後分布を複雑度正則化付きで学び、モデル平均確率を出す。,単一checkpoint、SWAG、Deep Ensembleとの比較。,事前・複雑度設定に敏感。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H102,sharpness_aware,core_addendum,Sharpness-Awareな確率モデル学習,H087|H019,重み近傍の最悪損失も抑えるSAM系最適化で未来Log Lossの一般化を狙う。,AdamW、SWAとの比較。,計算増と、sharpnessが汎化を保証しない点。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H103,rdrop,core_addendum,R-Drop型120確率整合正則化,H019|H023,同一入力の異なるdropout forward間で120分布の双方向KLを小さくする。,通常dropoutとの比較。,正則化過多で表現力低下。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H104,manifold_mixup,conditional,ボートレース構造を保つMixup,H043|H055,生IDを混ぜず、役割対応した艇埋め込みや中間race表現だけを条件内でmixする。,Mixupなし、通常Mixupとの比較。,混合ラベルが現実確率と対応しない。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H105,semi_supervised,exploratory,高信頼疑似ラベルによる半教師あり学習,H043|H044,Gold未満レースへOOF教師確率を付け、十分低不確実性の例だけ整合学習へ使う。,Gold教師のみとの比較。,教師誤差の自己増幅。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H106,temporal_point_process,conditional,Marked Temporal Point Process主体状態モデル,H021|H050,出走イベントの時刻間隔と場・枠・ST・着順等のmarkを同時に主体状態encoderへ入れる。,固定長履歴、連続時間状態モデルとの比較。,出走スケジュール生成機構との交絡。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H107,temporal_hypergraph,conditional,6艇レース・時系列ハイパーグラフ,H046|H011|H021,1レース6艇を一つのordered hyperedgeとして、主体memoryを時系列更新する。,pairwise temporal graphとの比較。,実装複雑性・世代ID依存。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H108,error_specialist,core_addendum,Cross-fitted苦手レース専門家,H040|H065|H023,OOF損失を1着失敗・順序失敗・cold-start等へ分類し、予想時特徴で選ぶ残差専門家を学ぶ。,一般MoE、動的ensembleとの比較。,誤差型の後知恵情報がゲートへ漏れる危険。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
proposed_addendum_unregistered,False,research_hypothesis_design_only,H109,generative_discriminative,exploratory,特徴分布も学ぶ生成・識別ハイブリッド,H043|H049|H080,三連単条件付き分布と入力特徴の尤度／復元を共有表現で同時学習する。,識別モデル単独との比較。,入力生成に容量を使い主予測を悪化。,evaluation_contract_v1_1.dev_calibrated_trifecta_log_loss,not_yet_imported_to_local_research_registry,"ChatGPT conversation addendum, July 2026"
