mapping_version,raw_subtitle,raw_value_is_null,normalized_stage,mapping_method,review_status,rule_id,race_count,first_observed_date,last_observed_date,venue_count,notes
race_stage_taxonomy_v1,,true,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,204,20240103,20260518,4,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,カタメン3予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,244,20240220,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,カチ勝ち6,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,294,20230925,20250629,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,カニ坊選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,202,20230919,20260710,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,カニ坊選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20231126,20231126,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ガァ〜コDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20240405,20260303,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ガァ〜コ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,5,20231023,20260404,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ガチトク一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,133,20240605,20260709,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ガチトク予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,233,20240601,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ガチ勝゛ち8,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,282,20230925,20250629,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ガマポ投票選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20250308,20250308,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,キングドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,2,20240404,20260302,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,クイーンDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20240203,20250909,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,クラウンDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20240516,20250614,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,クラリスDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20230913,20260207,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,グランプリD,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20241208,20241208,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,グランプリ特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,62,20230901,20240204,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,コジマだ4っ!,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,316,20230901,20260626,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ゴゴイチびわこ,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,126,20230903,20250313,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ゴールデンDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20241110,20241110,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サッポロDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20250826,20260626,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サッポロ特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,6,20250827,20260629,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サッポロ選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20240121,20250418,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サラダパンDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20231025,20240513,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンガドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,1,20250826,20250826,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンスポDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,13,20230921,20260715,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンスポ特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,9,20240429,20260503,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンスポ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20240125,20250623,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンスポ選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,5,20240225,20260625,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンライズD,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,4,20231109,20251129,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンライズV戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,485,20230907,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンライズW戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,485,20230907,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンライズX戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,485,20230907,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンライズY戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,485,20230907,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンライズZ戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,485,20230907,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,サンライズ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,4,20231118,20250205,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シト・エドDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20240125,20240125,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シモデンDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20250219,20260717,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,35,20240111,20260123,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ復活戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20231221,20251218,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ戦予選,false,qualifying,automatic_rule_v1,auto_rule_unreviewed,AUTO_QUALIFYING,43,20251226,20251229,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ特別戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20231219,20251216,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ進出戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,18,20240113,20260124,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,18,20231112,20260628,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ選抜A,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20240114,20260125,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シリーズ選抜B,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20240114,20260125,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シーボー特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,81,20230901,20260701,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シーボー選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20241124,20241124,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シーモ戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,360,20230901,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,シーモ特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,79,20230906,20260713,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ジャンピー特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,3,20230904,20250909,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ジュエル特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,4,20241209,20251121,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,スカパーDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20250315,20250315,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,スピード優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,1,20240227,20240227,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,スピード選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20240227,20240227,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,スポニチDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,8,20240704,20260423,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,スポニチ特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,3,20250813,20250815,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,スポニチ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20231011,20260106,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,スポニチ選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20250724,20260703,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,セミファイナル,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,8,20231008,20251012,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,センプルDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,4,20240304,20260608,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,センプル選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20240630,20260125,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ゼットン選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20240627,20240627,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,タボくんDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20250810,20250810,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ダイスポDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20250220,20260614,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ダイスポ選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20240714,20260302,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ダイヤDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20241111,20241111,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ダイヤモンドD,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20240620,20250626,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ダービー優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,2,20231027,20241031,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ダービー選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,4,20231027,20241031,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,チャンピオンD,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,4,20231010,20260411,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,チャンポン選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20241204,20260225,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッキーDR戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,4,20240308,20260402,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッキーレース,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,426,20231216,20260714,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッキー優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,1,20240313,20240313,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッキー選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,4,20250210,20260407,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッキー選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,190,20231224,20260712,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツックンDR戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,5,20250204,20260403,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツックン選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20240313,20240313,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッピーDR戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,7,20240115,20260415,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッピーレース,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,36,20240115,20260420,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッピー優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,1,20240313,20240313,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツッピー選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,15,20240117,20260418,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツーコDR戦,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,6,20240116,20260416,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ツーコ選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20240313,20240313,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ティアラDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20240517,20240517,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ティータイム,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,218,20230903,20250330,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,デイリーDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,7,20231127,20260529,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,デイリー選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20240302,20250808,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,デイリー選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20230917,20260531,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トクっちゃ一般,false,general,automatic_rule_v1,auto_rule_unreviewed,AUTO_GENERAL,7,20240728,20260315,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トクっちゃ特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,48,20240606,20260405,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トコタン選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20250126,20250126,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トトまる選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20231029,20260329,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トライアル,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,18,20231228,20251230,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トライアル1,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,12,20231219,20251217,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トライアル2,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,18,20231221,20251220,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トワイライト8,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,109,20230913,20260504,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トーキョーベイ,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,5,20240203,20250904,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トーター選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20250203,20250601,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,トーナメント,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,16,20231007,20251011,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドラドキ3,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,495,20230905,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドラドキ5,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,484,20230905,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドラドキ目玉,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,495,20230905,20260718,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリーム,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,197,20230901,20260710,3,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリーム1,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,3,20240115,20251014,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリーム1st,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,45,20230905,20260530,4,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリーム2,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,4,20240116,20260512,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリーム2nd,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,45,20230906,20260531,4,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリームEX,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,6,20230906,20260218,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリームレース,false,dream,automatic_rule_v1,auto_rule_unreviewed,AUTO_DREAM,152,20230907,20260714,2,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ドリーム戦,false,dream,manual_seed_v1,manual_seed_reviewed,MANUAL_EXACT,822,20230903,20260718,22,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ニッカンDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,3,20231230,20251230,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ニッカン特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,9,20231231,20260102,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ニッカン選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,2,20230921,20250510,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ニッカン選抜戦,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,4,20231205,20260522,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ハムカツDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20231116,20231116,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,バッチこいDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,2,20240212,20251011,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,バッチこい優勝,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20251016,20251016,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,バッチこい選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,7,20240213,20251014,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,バディー選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20250610,20250610,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,バディ選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,1,20250329,20250329,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,パイナップル抜,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,4,20231108,20260220,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,パタち杯優勝戦,false,final,automatic_rule_v1,auto_rule_unreviewed,AUTO_FINAL,1,20230908,20230908,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,パタ姉特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,1,20230905,20230905,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ビクトリーDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,1,20240217,20240217,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ビナちゃんDR,false,unknown,unknown_fallback_v1,unknown_unreviewed,UNKNOWN,19,20240116,20260609,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ビナちゃん特選,false,special,automatic_rule_v1,auto_rule_unreviewed,AUTO_SPECIAL_SELECTION,64,20230908,20260712,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
race_stage_taxonomy_v1,ビナン選抜,false,selection,automatic_rule_v1,auto_rule_unreviewed,AUTO_SELECTION,3,20240310,20251222,1,Raw value retained. unknown is a valid non-leaking fallback; automatic mappings require later manual review.
